Order_ID,Product_ID,Store_ID,Channel,Date,Quantity_Sold,Unit_Price,Discount,Customer_ID,Revenue,Gender,Age,Location,Signup_Date,Preferred_Channel,Loyalty_Status,Category,Sub_Category,Brand,Cost_Price,Launch_Date,Campaign_ID,Start_Date,End_Date,Spend,Targeted_Category,Revenue_Attributed,Profit,Customer_Age_Group,Channel_Switcher_Flag
10016,2021,20,Online,2023-10-15,3,34.9,0.11,3043,93.18,Female,19,California,2021-10-25,Online,New,Clothing,Sub3,BrandA,99.96,2021-04-03,5012,2023-09-16,2023-10-27,3503.08,Clothing,4262.59,-206.7,Young,0
10016,2021,20,Online,2023-10-15,3,34.9,0.11,3043,93.18,Female,19,California,2021-10-25,Online,New,Clothing,Sub3,BrandA,99.96,2021-04-03,5021,2023-01-21,2023-11-04,1682.12,Clothing,6010.59,-206.7,Young,0
10016,2021,20,Online,2023-10-15,3,34.9,0.11,3043,93.18,Female,19,California,2021-10-25,Online,New,Clothing,Sub3,BrandA,99.96,2021-04-03,5023,2023-06-20,2023-10-23,3601.15,Clothing,9366.25,-206.7,Young,0
10016,2021,20,Online,2023-10-15,3,34.9,0.11,3043,93.18,Female,19,California,2021-10-25,Online,New,Clothing,Sub3,BrandA,99.96,2021-04-03,5030,2023-03-09,2023-10-17,829.61,Clothing,1321.9,-206.7,Young,0
10017,2005,16,Offline,2023-02-19,1,161.5,0.13,3208,140.5,Other,59,Florida,2021-01-20,Offline,Loyal,Home,Sub3,BrandC,67.4,2021-10-05,5003,2023-02-19,2023-08-27,3427.73,Home,9916.41,73.1,Old-aged,0
10017,2005,16,Offline,2023-02-19,1,161.5,0.13,3208,140.5,Other,59,Florida,2021-01-20,Offline,Loyal,Home,Sub3,BrandC,67.4,2021-10-05,5006,2023-01-23,2023-05-14,4555.3,Home,8599.62,73.1,Old-aged,0
10017,2005,16,Offline,2023-02-19,1,161.5,0.13,3208,140.5,Other,59,Florida,2021-01-20,Offline,Loyal,Home,Sub3,BrandC,67.4,2021-10-05,5082,2023-02-13,2023-07-06,721.22,Home,5447.42,73.1,Old-aged,0
10022,2010,10,Offline,2023-03-16,2,172.8,0.22,3010,269.57,Female,63,New York,2022-04-11,Offline,Loyal,Clothing,Sub1,BrandA,125.78,2020-03-21,5015,2023-02-26,2023-04-21,3304.91,Clothing,6879.61,18.00999999999999,Old-aged,0
10023,2034,15,Offline,2023-06-14,3,98.71,0.15,3329,251.71,Other,53,New York,2022-01-31,Offline,Loyal,Toys,Sub2,BrandB,36.21,2022-06-23,5078,2023-05-27,2023-08-30,4985.07,Toys,7720.04,143.08,Old-aged,0
10024,2016,9,Online,2023-10-05,1,78.35,0.12,3187,68.95,Female,55,Texas,2022-08-21,Online,At Risk,Home,Sub3,BrandB,48.98,2021-10-29,5065,2023-08-11,2023-10-22,1902.66,Home,9859.98,19.970000000000006,Old-aged,0
10026,2039,5,Offline,2023-10-27,1,146.3,0.06,3156,137.52,Male,25,California,2022-04-08,Online,At Risk,Beauty,Sub2,BrandA,38.94,2021-08-21,5028,2023-09-23,2023-10-30,825.03,Beauty,2129.72,98.58000000000001,Adult,1
10027,2022,6,Online,2023-10-17,1,94.28,0.0,3060,94.28,Male,59,Florida,2022-10-13,Online,At Risk,Electronics,Sub3,BrandA,69.2,2021-04-08,5038,2023-04-18,2023-10-28,672.63,Electronics,3129.11,25.08,Old-aged,0
10028,2012,7,Online,2023-03-18,4,188.39,0.03,3249,730.95,Female,61,New York,2022-01-29,Offline,At Risk,Clothing,Sub2,BrandB,119.45,2021-10-23,5021,2023-01-21,2023-11-04,1682.12,Clothing,6010.59,253.15000000000003,Old-aged,1
10028,2012,7,Online,2023-03-18,4,188.39,0.03,3249,730.95,Female,61,New York,2022-01-29,Offline,At Risk,Clothing,Sub2,BrandB,119.45,2021-10-23,5030,2023-03-09,2023-10-17,829.61,Clothing,1321.9,253.15000000000003,Old-aged,1
10030,2047,7,Online,2023-05-17,4,100.34,0.27,3374,292.99,Other,59,Illinois,2021-01-29,Online,Loyal,Electronics,Sub2,BrandB,75.95,2020-02-16,5010,2023-02-28,2023-07-22,1965.12,Electronics,5330.69,-10.810000000000002,Old-aged,0
10030,2047,7,Online,2023-05-17,4,100.34,0.27,3374,292.99,Other,59,Illinois,2021-01-29,Online,Loyal,Electronics,Sub2,BrandB,75.95,2020-02-16,5032,2023-04-26,2023-07-06,3885.84,Electronics,6956.91,-10.810000000000002,Old-aged,0
10030,2047,7,Online,2023-05-17,4,100.34,0.27,3374,292.99,Other,59,Illinois,2021-01-29,Online,Loyal,Electronics,Sub2,BrandB,75.95,2020-02-16,5038,2023-04-18,2023-10-28,672.63,Electronics,3129.11,-10.810000000000002,Old-aged,0
10030,2047,7,Online,2023-05-17,4,100.34,0.27,3374,292.99,Other,59,Illinois,2021-01-29,Online,Loyal,Electronics,Sub2,BrandB,75.95,2020-02-16,5053,2023-03-30,2023-08-01,3100.45,Electronics,6138.92,-10.810000000000002,Old-aged,0
10030,2047,7,Online,2023-05-17,4,100.34,0.27,3374,292.99,Other,59,Illinois,2021-01-29,Online,Loyal,Electronics,Sub2,BrandB,75.95,2020-02-16,5094,2023-02-21,2023-06-29,1504.65,Electronics,9844.12,-10.810000000000002,Old-aged,0
10032,2038,12,Offline,2023-04-05,2,140.93,0.1,3270,253.67,Male,32,California,2021-06-11,Online,Loyal,Clothing,Sub3,BrandC,56.08,2021-07-26,5015,2023-02-26,2023-04-21,3304.91,Clothing,6879.61,141.51,Adult,1
10034,2035,16,Offline,2023-03-09,3,199.39,0.12,3217,526.39,Male,18,Florida,2021-06-30,Offline,Loyal,Home,Sub3,BrandA,129.94,2022-09-05,5003,2023-02-19,2023-08-27,3427.73,Home,9916.41,136.57,Young,0
10034,2035,16,Offline,2023-03-09,3,199.39,0.12,3217,526.39,Male,18,Florida,2021-06-30,Offline,Loyal,Home,Sub3,BrandA,129.94,2022-09-05,5006,2023-01-23,2023-05-14,4555.3,Home,8599.62,136.57,Young,0
10034,2035,16,Offline,2023-03-09,3,199.39,0.12,3217,526.39,Male,18,Florida,2021-06-30,Offline,Loyal,Home,Sub3,BrandA,129.94,2022-09-05,5082,2023-02-13,2023-07-06,721.22,Home,5447.42,136.57,Young,0
10035,2049,11,Offline,2023-05-27,3,91.1,0.01,3399,270.57,Female,55,Florida,2022-11-29,Offline,Loyal,Beauty,Sub1,BrandA,43.83,2021-04-08,5050,2023-03-08,2023-08-28,4472.76,Beauty,8528.97,139.07999999999998,Old-aged,0
10035,2049,11,Offline,2023-05-27,3,91.1,0.01,3399,270.57,Female,55,Florida,2022-11-29,Offline,Loyal,Beauty,Sub1,BrandA,43.83,2021-04-08,5074,2023-01-29,2023-07-29,2364.93,Beauty,4921.61,139.07999999999998,Old-aged,0
10035,2049,11,Offline,2023-05-27,3,91.1,0.01,3399,270.57,Female,55,Florida,2022-11-29,Offline,Loyal,Beauty,Sub1,BrandA,43.83,2021-04-08,5095,2023-05-18,2023-07-21,4650.38,Beauty,4591.98,139.07999999999998,Old-aged,0
10036,2032,4,Online,2023-06-08,4,31.12,0.28,3002,89.63,Male,24,Texas,2021-10-11,Online,At Risk,Home,Sub2,BrandC,32.43,2021-10-14,5049,2023-05-11,2023-09-13,3026.1,Home,3250.74,-40.09,Young,0
10037,2007,13,Offline,2023-06-12,1,15.78,0.2,3024,12.62,Male,22,California,2021-08-24,Offline,New,Electronics,Sub3,BrandB,133.72,2022-07-10,5004,2023-04-05,2023-09-19,4503.59,Electronics,3228.55,-121.1,Young,0
10037,2007,13,Offline,2023-06-12,1,15.78,0.2,3024,12.62,Male,22,California,2021-08-24,Offline,New,Electronics,Sub3,BrandB,133.72,2022-07-10,5024,2023-03-08,2023-10-01,2815.57,Electronics,2657.98,-121.1,Young,0
10037,2007,13,Offline,2023-06-12,1,15.78,0.2,3024,12.62,Male,22,California,2021-08-24,Offline,New,Electronics,Sub3,BrandB,133.72,2022-07-10,5098,2023-03-18,2023-07-17,2993.26,Electronics,3920.99,-121.1,Young,0
10039,2020,4,Offline,2023-07-08,2,176.06,0.26,3320,260.57,Female,21,Florida,2021-10-30,Online,Loyal,Clothing,Sub3,BrandA,10.7,2021-04-05,5041,2023-07-03,2023-09-05,2751.61,Clothing,7122.14,239.17,Young,1
10042,2046,9,Online,2023-06-30,4,21.82,0.06,3356,82.04,Male,35,California,2022-08-18,Online,New,Home,Sub1,BrandB,105.61,2021-11-18,5049,2023-05-11,2023-09-13,3026.1,Home,3250.74,-340.4,Middle-aged,0
10045,2040,1,Offline,2023-07-06,2,86.32,0.02,3155,169.19,Female,28,New York,2021-08-11,Offline,New,Toys,Sub1,BrandA,12.22,2022-02-08,5078,2023-05-27,2023-08-30,4985.07,Toys,7720.04,144.75,Adult,0
10047,2015,13,Online,2023-05-10,2,169.5,0.1,3486,305.1,Female,61,New York,2022-04-22,Offline,At Risk,Electronics,Sub2,BrandB,81.36,2021-05-18,5010,2023-02-28,2023-07-22,1965.12,Electronics,5330.69,142.38000000000002,Old-aged,1
10047,2015,13,Online,2023-05-10,2,169.5,0.1,3486,305.1,Female,61,New York,2022-04-22,Offline,At Risk,Electronics,Sub2,BrandB,81.36,2021-05-18,5032,2023-04-26,2023-07-06,3885.84,Electronics,6956.91,142.38000000000002,Old-aged,1
10047,2015,13,Online,2023-05-10,2,169.5,0.1,3486,305.1,Female,61,New York,2022-04-22,Offline,At Risk,Electronics,Sub2,BrandB,81.36,2021-05-18,5038,2023-04-18,2023-10-28,672.63,Electronics,3129.11,142.38000000000002,Old-aged,1
10047,2015,13,Online,2023-05-10,2,169.5,0.1,3486,305.1,Female,61,New York,2022-04-22,Offline,At Risk,Electronics,Sub2,BrandB,81.36,2021-05-18,5053,2023-03-30,2023-08-01,3100.45,Electronics,6138.92,142.38000000000002,Old-aged,1
10047,2015,13,Online,2023-05-10,2,169.5,0.1,3486,305.1,Female,61,New York,2022-04-22,Offline,At Risk,Electronics,Sub2,BrandB,81.36,2021-05-18,5094,2023-02-21,2023-06-29,1504.65,Electronics,9844.12,142.38000000000002,Old-aged,1
10048,2022,4,Offline,2023-07-13,3,133.66,0.27,3222,292.72,Male,20,California,2021-11-28,Online,At Risk,Electronics,Sub3,BrandA,69.2,2021-04-08,5004,2023-04-05,2023-09-19,4503.59,Electronics,3228.55,85.12,Young,1
10048,2022,4,Offline,2023-07-13,3,133.66,0.27,3222,292.72,Male,20,California,2021-11-28,Online,At Risk,Electronics,Sub3,BrandA,69.2,2021-04-08,5024,2023-03-08,2023-10-01,2815.57,Electronics,2657.98,85.12,Young,1
10048,2022,4,Offline,2023-07-13,3,133.66,0.27,3222,292.72,Male,20,California,2021-11-28,Online,At Risk,Electronics,Sub3,BrandA,69.2,2021-04-08,5034,2023-06-30,2023-08-20,3723.46,Electronics,9152.65,85.12,Young,1
10048,2022,4,Offline,2023-07-13,3,133.66,0.27,3222,292.72,Male,20,California,2021-11-28,Online,At Risk,Electronics,Sub3,BrandA,69.2,2021-04-08,5098,2023-03-18,2023-07-17,2993.26,Electronics,3920.99,85.12,Young,1
10050,2014,3,Offline,2023-09-30,2,43.38,0.2,3167,69.41,Male,48,Texas,2021-03-26,Offline,New,Electronics,Sub3,BrandB,145.2,2020-03-03,5024,2023-03-08,2023-10-01,2815.57,Electronics,2657.98,-220.98999999999998,Middle-aged,0
10052,2041,2,Online,2023-05-24,4,145.92,0.14,3207,501.96,Female,24,Illinois,2021-04-24,Offline,New,Electronics,Sub1,BrandB,43.93,2020-08-29,5010,2023-02-28,2023-07-22,1965.12,Electronics,5330.69,326.24,Young,1
10052,2041,2,Online,2023-05-24,4,145.92,0.14,3207,501.96,Female,24,Illinois,2021-04-24,Offline,New,Electronics,Sub1,BrandB,43.93,2020-08-29,5032,2023-04-26,2023-07-06,3885.84,Electronics,6956.91,326.24,Young,1
10052,2041,2,Online,2023-05-24,4,145.92,0.14,3207,501.96,Female,24,Illinois,2021-04-24,Offline,New,Electronics,Sub1,BrandB,43.93,2020-08-29,5038,2023-04-18,2023-10-28,672.63,Electronics,3129.11,326.24,Young,1
10052,2041,2,Online,2023-05-24,4,145.92,0.14,3207,501.96,Female,24,Illinois,2021-04-24,Offline,New,Electronics,Sub1,BrandB,43.93,2020-08-29,5053,2023-03-30,2023-08-01,3100.45,Electronics,6138.92,326.24,Young,1
10052,2041,2,Online,2023-05-24,4,145.92,0.14,3207,501.96,Female,24,Illinois,2021-04-24,Offline,New,Electronics,Sub1,BrandB,43.93,2020-08-29,5094,2023-02-21,2023-06-29,1504.65,Electronics,9844.12,326.24,Young,1
10053,2040,2,Offline,2023-01-16,1,194.92,0.25,3282,146.19,Male,58,New York,2022-10-09,Online,New,Toys,Sub1,BrandA,12.22,2022-02-08,5048,2023-01-01,2023-01-30,3963.98,Toys,6811.83,133.97,Old-aged,1
10055,2026,15,Online,2023-09-02,4,11.81,0.23,3376,36.37,Female,50,Texas,2021-01-16,Online,New,Home,Sub1,BrandA,74.94,2020-12-29,5049,2023-05-11,2023-09-13,3026.1,Home,3250.74,-263.39,Old-aged,0
10055,2026,15,Online,2023-09-02,4,11.81,0.23,3376,36.37,Female,50,Texas,2021-01-16,Online,New,Home,Sub1,BrandA,74.94,2020-12-29,5065,2023-08-11,2023-10-22,1902.66,Home,9859.98,-263.39,Old-aged,0
10056,2049,12,Offline,2023-04-17,2,24.31,0.19,3004,39.38,Female,34,Texas,2022-09-27,Online,New,Beauty,Sub1,BrandA,43.83,2021-04-08,5018,2023-02-14,2023-05-26,2525.11,Beauty,9579.13,-48.279999999999994,Adult,1
10056,2049,12,Offline,2023-04-17,2,24.31,0.19,3004,39.38,Female,34,Texas,2022-09-27,Online,New,Beauty,Sub1,BrandA,43.83,2021-04-08,5050,2023-03-08,2023-08-28,4472.76,Beauty,8528.97,-48.279999999999994,Adult,1
10056,2049,12,Offline,2023-04-17,2,24.31,0.19,3004,39.38,Female,34,Texas,2022-09-27,Online,New,Beauty,Sub1,BrandA,43.83,2021-04-08,5074,2023-01-29,2023-07-29,2364.93,Beauty,4921.61,-48.279999999999994,Adult,1
10056,2049,12,Offline,2023-04-17,2,24.31,0.19,3004,39.38,Female,34,Texas,2022-09-27,Online,New,Beauty,Sub1,BrandA,43.83,2021-04-08,5084,2023-02-24,2023-05-22,2993.82,Beauty,4454.12,-48.279999999999994,Adult,1
10057,2002,4,Offline,2023-03-29,2,81.41,0.18,3157,133.51,Male,25,New York,2022-06-29,Offline,New,Clothing,Sub3,BrandB,57.8,2022-05-29,5015,2023-02-26,2023-04-21,3304.91,Clothing,6879.61,17.909999999999997,Adult,0
10058,2025,8,Offline,2023-05-09,1,165.9,0.25,3249,124.43,Female,61,New York,2022-01-29,Offline,At Risk,Beauty,Sub1,BrandB,82.15,2022-10-22,5018,2023-02-14,2023-05-26,2525.11,Beauty,9579.13,42.28,Old-aged,0
10058,2025,8,Offline,2023-05-09,1,165.9,0.25,3249,124.43,Female,61,New York,2022-01-29,Offline,At Risk,Beauty,Sub1,BrandB,82.15,2022-10-22,5050,2023-03-08,2023-08-28,4472.76,Beauty,8528.97,42.28,Old-aged,0
10058,2025,8,Offline,2023-05-09,1,165.9,0.25,3249,124.43,Female,61,New York,2022-01-29,Offline,At Risk,Beauty,Sub1,BrandB,82.15,2022-10-22,5074,2023-01-29,2023-07-29,2364.93,Beauty,4921.61,42.28,Old-aged,0
10058,2025,8,Offline,2023-05-09,1,165.9,0.25,3249,124.43,Female,61,New York,2022-01-29,Offline,At Risk,Beauty,Sub1,BrandB,82.15,2022-10-22,5084,2023-02-24,2023-05-22,2993.82,Beauty,4454.12,42.28,Old-aged,0
10060,2008,5,Offline,2023-01-04,1,96.78,0.24,3235,73.55,Male,37,California,2022-03-03,Offline,New,Toys,Sub2,BrandC,10.88,2020-05-26,5048,2023-01-01,2023-01-30,3963.98,Toys,6811.83,62.669999999999995,Middle-aged,0
10063,2042,11,Online,2023-04-05,1,95.54,0.12,3470,84.08,Male,41,Illinois,2022-12-31,Offline,At Risk,Clothing,Sub1,BrandA,99.86,2022-02-04,5021,2023-01-21,2023-11-04,1682.12,Clothing,6010.59,-15.780000000000001,Middle-aged,1
10063,2042,11,Online,2023-04-05,1,95.54,0.12,3470,84.08,Male,41,Illinois,2022-12-31,Offline,At Risk,Clothing,Sub1,BrandA,99.86,2022-02-04,5030,2023-03-09,2023-10-17,829.61,Clothing,1321.9,-15.780000000000001,Middle-aged,1
10064,2035,15,Offline,2023-07-28,2,58.4,0.13,3395,101.62,Female,28,New York,2022-10-31,Online,At Risk,Home,Sub3,BrandA,129.94,2022-09-05,5003,2023-02-19,2023-08-27,3427.73,Home,9916.41,-158.26,Adult,1
10064,2035,15,Offline,2023-07-28,2,58.4,0.13,3395,101.62,Female,28,New York,2022-10-31,Online,At Risk,Home,Sub3,BrandA,129.94,2022-09-05,5088,2023-06-08,2023-10-30,650.42,Home,8429.78,-158.26,Adult,1
10065,2006,9,Online,2023-08-13,1,76.86,0.04,3074,73.79,Other,56,Texas,2021-09-30,Online,New,Beauty,Sub2,BrandB,44.83,2020-12-01,5033,2023-02-20,2023-09-19,3889.91,Beauty,2867.22,28.960000000000008,Old-aged,0
10065,2006,9,Online,2023-08-13,1,76.86,0.04,3074,73.79,Other,56,Texas,2021-09-30,Online,New,Beauty,Sub2,BrandB,44.83,2020-12-01,5090,2023-01-31,2023-10-09,1566.82,Beauty,1676.82,28.960000000000008,Old-aged,0
10068,2025,7,Offline,2023-02-16,3,33.68,0.03,3337,98.01,Male,34,Texas,2021-11-07,Online,New,Beauty,Sub1,BrandB,82.15,2022-10-22,5018,2023-02-14,2023-05-26,2525.11,Beauty,9579.13,-148.44,Adult,1
10068,2025,7,Offline,2023-02-16,3,33.68,0.03,3337,98.01,Male,34,Texas,2021-11-07,Online,New,Beauty,Sub1,BrandB,82.15,2022-10-22,5074,2023-01-29,2023-07-29,2364.93,Beauty,4921.61,-148.44,Adult,1
10070,2043,10,Online,2023-04-16,3,130.82,0.22,3056,306.12,Female,62,Texas,2022-12-03,Offline,New,Beauty,Sub3,BrandA,82.37,2021-01-18,5033,2023-02-20,2023-09-19,3889.91,Beauty,2867.22,59.00999999999999,Old-aged,1
10070,2043,10,Online,2023-04-16,3,130.82,0.22,3056,306.12,Female,62,Texas,2022-12-03,Offline,New,Beauty,Sub3,BrandA,82.37,2021-01-18,5047,2023-02-28,2023-07-12,2040.5,Beauty,2065.26,59.00999999999999,Old-aged,1
10070,2043,10,Online,2023-04-16,3,130.82,0.22,3056,306.12,Female,62,Texas,2022-12-03,Offline,New,Beauty,Sub3,BrandA,82.37,2021-01-18,5090,2023-01-31,2023-10-09,1566.82,Beauty,1676.82,59.00999999999999,Old-aged,1
10071,2019,13,Online,2023-07-18,2,155.52,0.29,3111,220.84,Female,22,Texas,2022-01-20,Online,Loyal,Beauty,Sub2,BrandA,148.46,2021-11-10,5033,2023-02-20,2023-09-19,3889.91,Beauty,2867.22,-76.08000000000001,Young,0
10071,2019,13,Online,2023-07-18,2,155.52,0.29,3111,220.84,Female,22,Texas,2022-01-20,Online,Loyal,Beauty,Sub2,BrandA,148.46,2021-11-10,5090,2023-01-31,2023-10-09,1566.82,Beauty,1676.82,-76.08000000000001,Young,0
10072,2005,19,Online,2023-04-16,2,25.05,0.22,3218,39.08,Male,40,California,2022-09-09,Offline,At Risk,Home,Sub3,BrandC,67.4,2021-10-05,5017,2023-03-31,2023-05-19,607.48,Home,6679.31,-95.72000000000001,Middle-aged,1
10072,2005,19,Online,2023-04-16,2,25.05,0.22,3218,39.08,Male,40,California,2022-09-09,Offline,At Risk,Home,Sub3,BrandC,67.4,2021-10-05,5022,2023-02-21,2023-05-16,1241.23,Home,8692.67,-95.72000000000001,Middle-aged,1
10073,2011,11,Offline,2023-10-07,2,18.94,0.3,3240,26.52,Female,62,Texas,2021-07-01,Online,Loyal,Home,Sub3,BrandB,48.15,2021-11-15,5063,2023-08-17,2023-11-08,3956.4,Home,2646.42,-69.78,Old-aged,1
10073,2011,11,Offline,2023-10-07,2,18.94,0.3,3240,26.52,Female,62,Texas,2021-07-01,Online,Loyal,Home,Sub3,BrandB,48.15,2021-11-15,5088,2023-06-08,2023-10-30,650.42,Home,8429.78,-69.78,Old-aged,1
10075,2010,8,Offline,2023-04-18,4,45.87,0.09,3141,166.97,Female,20,Texas,2022-03-15,Offline,Loyal,Clothing,Sub1,BrandA,125.78,2020-03-21,5002,2023-04-17,2023-05-03,2810.46,Clothing,4431.07,-336.15,Young,0
